name,e,f_failed,r_failed,v_failed,nc_failed
C/2005 K5 (SOHO),1.0,1,1,1,0
C/2005 K6 (SOHO),1.0,1,1,1,0
C/2005 K7 (SOHO),1.0,3,23,1,0
C/2005 K8 (SOHO),1.0,1,1,1,0
C/2005 K10 (SOHO),1.0,7,257,1,0
C/2005 L11 (SOHO),1.0,1,1,1,0
C/2007 K14 (SOHO),1.0,1,1,1,0
C/2005 L5 (SOHO),1.0,3,23,1,0
C/2005 L6 (SOHO),1.0,7,257,1,0
C/2005 L7 (SOHO),1.0,5,147,1,0
C/2005 L8 (SOHO),1.0,1,0,1,0
C/2005 L9 (SOHO),1.0,1,1,1,0
C/2005 L10 (SOHO),1.0,3,1,1,0
C/2007 K11 (SOHO),1.0,1,1,1,0
C/2007 K10 (SOHO),1.0,3,1,1,0
C/2005 O3 (SOHO),1.0,3,23,1,0
C/2005 S12 (SOHO),1.0,1,1,1,0
C/2005 S5 (SOHO),1.0,1,1,1,0
C/2005 S6 (SOHO),1.0,1,1,1,0
C/2005 S7 (SOHO),1.0,1,1,1,0
C/2005 S8 (SOHO),1.0,7,257,1,0
C/2005 S9 (SOHO),1.0,1,0,1,0
C/2005 S10 (SOHO),1.0,1,0,1,0
C/2005 S11 (SOHO),1.0,1,0,1,0
C/2005 S13 (SOHO),1.0,3,1,1,0
C/2005 S1 (SOHO),1.0,1,1,1,0
C/2007 K8 (SOHO),1.0,1,1,1,0
C/2007 K7 (SOHO),1.0,1,0,1,0
C/2005 T6 (SOHO),1.0,3,7,1,0
C/2005 T7 (SOHO),1.0,1,1,1,0
C/2005 T8 (SOHO),1.0,1,0,1,0
C/2005 T10 (SOHO),1.0,1,1,1,0
C/2007 K9 (SOHO),1.0,1,1,1,0
C/2005 R7 (SOHO),1.0,7,257,1,0
C/2005 O4 (SOHO),1.0,1,1,1,0
C/2005 O6 (SOHO),1.0,1,1,1,0
C/2005 P1 (SOHO),1.0,7,257,1,0
C/2005 P2 (SOHO),1.0,1,1,1,0
C/2005 P4 (SOHO),1.0,1,1,1,0
C/2005 P5 (SOHO),1.0,7,257,1,0
C/2005 P6 (SOHO),1.0,3,23,1,0
C/2005 R6 (SOHO),1.0,1,1,1,0
C/2005 Q5 (SOHO),1.0,1,1,1,0
C/2005 Q6 (SOHO),1.0,1,0,0,0
C/2005 Q7 (SOHO),1.0,1,1,1,0
C/2005 Q9 (SOHO),1.0,1,1,1,0
C/2005 Q10 (SOHO),1.0,1,1,1,0
C/2005 R5 (SOHO),1.0,1,1,1,0
C/2006 J2 (SOHO),1.0,1,1,1,0
C/2006 J3 (SOHO),1.0,7,257,1,0
C/2006 J4 (SOHO),1.0,3,23,1,0
C/2006 J5 (SOHO),1.0,1,0,0,0
C/2006 X11 (SOHO),1.0,1,1,1,0
C/2006 Y3 (SOHO),1.0,3,1,1,0
C/2006 Y4 (SOHO),1.0,3,23,1,0
C/2006 Y5 (SOHO),1.0,1,1,1,0
C/2006 Y6 (SOHO),1.0,1,1,1,0
C/2006 Y7 (SOHO),1.0,1,1,1,0
C/2006 Y8 (SOHO),1.0,1,1,1,0
C/2006 Y9 (SOHO),1.0,3,23,1,0
C/2006 Y10 (SOHO),1.0,1,1,1,0
C/2006 Y11 (SOHO),1.0,3,7,1,0
C/2006 Y12 (SOHO),1.0,7,257,1,0
C/2006 Y13 (SOHO),1.0,3,23,1,0
C/2006 Y14 (SOHO),1.0,7,257,1,0
C/2006 Y15 (SOHO),1.0,7,257,1,0
C/2006 Y16 (SOHO),1.0,7,257,1,0
C/2006 Y17 (SOHO),1.0,1,1,1,0
C/2006 X9 (SOHO),1.0,1,1,1,0
C/2006 X8 (SOHO),1.0,1,1,1,0
C/2006 X7 (SOHO),1.0,7,387,1,0
C/2006 W5 (SOHO),1.0,1,1,1,0
C/2006 V4 (SOHO),1.0,1,1,1,0
C/2006 V5 (SOHO),1.0,1,1,1,0
C/2006 V6 (SOHO),1.0,1,0,1,0
C/2006 V7 (SOHO),1.0,3,23,1,0
C/2006 V8 (SOHO),1.0,1,1,1,0
C/2006 V9 (SOHO),1.0,1,0,1,0
C/2006 V10 (SOHO),1.0,1,1,1,0
C/2006 W6 (SOHO),1.0,1,0,1,0
C/2006 X6 (SOHO),1.0,1,1,1,0
C/2006 W7 (SOHO),1.0,3,1,1,0
C/2007 J11 (SOHO),1.0,7,257,1,0
C/2006 X2 (SOHO),1.0,3,1,1,0
C/2006 X3 (SOHO),1.0,1,0,1,0
C/2006 X4 (SOHO),1.0,5,177,1,0
C/2006 X5 (SOHO),1.0,3,23,1,0
C/2007 A4 (SOHO),1.0,7,257,1,0
C/2007 A5 (SOHO),1.0,1,1,1,0
C/2007 H7 (SOHO),1.0,3,23,1,0
C/2007 F3 (SOHO),1.0,1,0,1,0
C/2007 F5 (SOHO),1.0,1,0,1,0
C/2007 G2 (SOHO),1.0,1,1,1,0
C/2007 H4 (SOHO),1.0,1,0,1,0
C/2007 H5 (SOHO),1.0,1,1,1,0
C/2007 H6 (SOHO),1.0,1,0,1,0
C/2007 H8 (SOHO),1.0,1,1,1,0
C/2007 E5 (SOHO),1.0,1,1,1,0
C/2007 H9 (SOHO),1.0,3,23,1,0
C/2007 J2 (SOHO),1.0,1,0,1,0
C/2007 J3 (SOHO),1.0,1,0,1,0
C/2007 J4 (SOHO),1.0,1,1,1,0
C/2007 J5 (SOHO),1.0,1,1,1,0
C/2007 J6 (SOHO),1.0,3,3,1,0
C/2007 F2 (SOHO),1.0,1,1,1,0
C/2007 E4 (SOHO),1.0,5,147,1,0
C/2007 A7 (SOHO),1.0,1,0,0,0
C/2007 C6 (SOHO),1.0,1,0,1,0
C/2007 B4 (SOHO),1.0,3,23,1,0
C/2007 B5 (SOHO),1.0,1,1,1,0
C/2007 B6 (SOHO),1.0,7,257,1,0
C/2007 J10 (SOHO),1.0,1,0,1,0
C/2007 C3 (SOHO),1.0,7,257,1,0
C/2007 C4 (SOHO),1.0,1,1,1,0
C/2007 C5 (SOHO),1.0,1,1,1,0
C/2007 C7 (SOHO),1.0,1,0,0,0
C/2007 D5 (SOHO),1.0,3,23,1,0
C/2007 C8 (SOHO),1.0,1,0,1,0
C/2007 C9 (SOHO),1.0,3,23,1,0
C/2007 C11 (SOHO),1.0,7,257,1,0
C/2007 C13 (SOHO),1.0,7,257,1,0
C/2007 D4 (SOHO),1.0,1,1,1,0
C/2006 V3 (SOHO),1.0,1,1,1,0
C/2006 V2 (SOHO),1.0,3,23,1,0
C/2006 U16 (SOHO),1.0,1,1,1,0
C/2006 L6 (SOHO),1.0,3,23,1,0
C/2006 K18 (SOHO),1.0,3,3,1,0
C/2006 K19 (SOHO),1.0,1,1,1,0
C/2006 K20 (SOHO),1.0,1,1,1,0
C/2006 K21 (SOHO),1.0,7,257,1,0
C/2006 L3 (SOHO),1.0,7,257,1,0
C/2006 L4 (SOHO),1.0,3,23,1,0
C/2006 L5 (SOHO),1.0,1,1,1,0
C/2006 L7 (SOHO),1.0,3,23,1,0
C/2006 K16 (SOHO),1.0,3,23,1,0
C/2006 L8 (SOHO),1.0,7,257,1,0
C/2006 M5 (SOHO),1.0,7,257,1,0
C/2006 M6 (SOHO),1.0,7,257,1,0
C/2006 M7 (SOHO),1.0,7,257,1,0
C/2006 M8 (SOHO),1.0,1,1,1,0
C/2006 M9 (SOHO),1.0,7,257,1,0
C/2006 N1 (SOHO),1.0,3,5,1,0
C/2006 K17 (SOHO),1.0,1,1,1,0
C/2006 K15 (SOHO),1.0,1,1,1,0
C/2006 N3 (SOHO),1.0,1,1,1,0
C/2006 K5 (SOHO),1.0,1,0,0,0
C/2006 J6 (SOHO),1.0,1,1,1,0
C/2006 J7 (SOHO),1.0,3,23,1,0
C/2006 J8 (SOHO),1.0,3,23,1,0
C/2006 J9 (SOHO),1.0,3,1,1,0
C/2006 J10 (SOHO),1.0,1,1,1,0
C/2006 J11 (SOHO),1.0,7,257,1,0
C/2006 J12 (SOHO),1.0,1,1,1,0
C/2006 K6 (SOHO),1.0,1,1,1,0
C/2006 K14 (SOHO),1.0,1,0,1,0
C/2006 K7 (SOHO),1.0,3,3,1,0
C/2006 K8 (SOHO),1.0,7,257,1,0
C/2006 K9 (SOHO),1.0,1,1,1,0
C/2006 K10 (SOHO),1.0,7,257,1,0
C/2006 K11 (SOHO),1.0,1,1,1,0
C/2006 K12 (SOHO),1.0,1,1,1,0
C/2006 K13 (SOHO),1.0,1,0,1,0
C/2006 N2 (SOHO),1.0,3,1,1,0
C/2006 O3 (SOHO),1.0,1,1,1,0
C/2006 U15 (SOHO),1.0,1,1,1,0
C/2006 T10 (SOHO),1.0,1,1,1,0
C/2006 T3 (SOHO),1.0,1,1,1,0
C/2006 T4 (SOHO),1.0,1,1,1,0
C/2006 T5 (SOHO),1.0,7,257,1,0
C/2006 T6 (SOHO),1.0,1,0,0,0
C/2006 T7 (SOHO),1.0,1,1,1,0
C/2006 T8 (SOHO),1.0,1,0,1,0
C/2006 T9 (SOHO),1.0,3,23,1,0
C/2007 J12 (SOHO),1.0,1,1,1,0
C/2006 S13 (SOHO),1.0,3,23,1,0
C/2006 U8 (SOHO),1.0,3,23,1,0
C/2006 U9 (SOHO),1.0,1,1,1,0
C/2006 U10 (SOHO),1.0,1,0,0,0
C/2006 U11 (SOHO),1.0,1,1,1,0
C/2006 U12 (SOHO),1.0,1,1,1,0
C/2006 U13 (SOHO),1.0,1,1,1,0
C/2006 U14 (SOHO),1.0,1,1,1,0
C/2006 T2 (SOHO),1.0,1,1,1,0
C/2006 S12 (SOHO),1.0,1,0,1,0
C/2006 O4 (SOHO),1.0,1,1,1,0
C/2006 P5 (SOHO),1.0,3,23,1,0
C/2006 O5 (SOHO),1.0,1,1,1,0
C/2006 O6 (SOHO),1.0,7,257,1,0
C/2006 O7 (SOHO),1.0,3,1,1,0
C/2006 O8 (SOHO),1.0,1,0,1,0
C/2006 P2 (SOHO),1.0,1,1,1,0
C/2006 P3 (SOHO),1.0,3,23,1,0
C/2006 P4 (SOHO),1.0,3,23,1,0
C/2006 P6 (SOHO),1.0,1,1,1,0
C/2006 S11 (SOHO),1.0,1,1,1,0
C/2006 P7 (SOHO),1.0,1,1,1,0
C/2006 R3 (SOHO),1.0,1,0,0,0
C/2006 R4 (SOHO),1.0,3,23,1,0
C/2006 S7 (SOHO),1.0,1,1,1,0
C/2006 S8 (SOHO),1.0,1,0,1,0
C/2006 S9 (SOHO),1.0,3,23,1,0
C/2006 S10 (SOHO),1.0,7,257,1,0
C/2005 J10 (SOHO),1.0,1,1,1,0
C/2005 J9 (SOHO),1.0,1,1,1,0
C/2005 J8 (SOHO),1.0,1,1,1,0
C/2004 K5 (SOHO),1.0,1,1,1,0
C/2004 B11 (SOHO),1.0,3,3,1,0
C/2007 L5 (SOHO),1.0,1,1,1,0
C/2004 C2 (SOHO),1.0,1,0,0,0
C/2004 C3 (SOHO),1.0,3,23,1,0
C/2004 C4 (SOHO),1.0,1,0,1,0
C/2004 C5 (SOHO),1.0,3,23,1,0
C/2004 C6 (SOHO),1.0,1,1,1,0
C/2004 C7 (SOHO),1.0,7,257,1,0
C/2004 C8 (SOHO),1.0,3,23,1,0
C/2004 D2 (SOHO),1.0,1,1,1,0
C/2004 D3 (SOHO),1.0,1,1,1,0
C/2004 D4 (SOHO),1.0,3,23,1,0
C/2007 L4 (SOHO),1.0,1,1,1,0
C/2007 L3 (SOHO),1.0,1,0,1,0
C/2004 E1 (SOHO),1.0,1,1,1,0
C/2004 E3 (SOHO),1.0,3,23,1,0
C/2004 E4 (SOHO),1.0,1,1,1,0
C/2004 B10 (SOHO),1.0,1,1,1,0
C/2004 B9 (SOHO),1.0,1,1,1,0
C/2004 B8 (SOHO),1.0,3,23,1,0
C/2007 L6 (SOHO),1.0,1,1,1,0
C/1999 K13 (SOHO),1.0,1,1,1,0
C/2003 Y10 (SOHO),1.0,1,1,1,0
C/2003 Y11 (SOHO),1.0,1,1,1,0
C/2003 Y12 (SOHO),1.0,7,257,1,0
C/2003 Y13 (SOHO),1.0,3,5,1,0
C/2003 Y14 (SOHO),1.0,7,257,1,0
C/2003 Y15 (SOHO),1.0,1,1,1,0
C/2004 A2 (SOHO),1.0,1,1,1,0
C/2004 B7 (SOHO),1.0,1,1,1,0
C/2004 A3 (SOHO),1.0,1,0,0,0
C/2004 A4 (SOHO),1.0,1,1,1,0
C/2004 B2 (SOHO),1.0,1,0,0,0
C/2004 B3 (SOHO),1.0,1,0,0,0
C/2004 B4 (SOHO),1.0,1,1,1,0
C/2004 B5 (SOHO),1.0,1,1,1,0
C/2004 B6 (SOHO),1.0,1,1,1,0
C/2004 E5 (SOHO),1.0,3,23,1,0
C/2004 F5 (SOHO),1.0,3,23,1,0
C/2004 F6 (SOHO),1.0,3,19,1,0
C/2004 J12 (SOHO),1.0,1,0,0,0
C/2004 J5 (SOHO),1.0,7,257,1,0
C/2004 J6 (SOHO),1.0,1,1,1,0
C/2004 J7 (SOHO),1.0,1,1,1,0
C/2004 J8 (SOHO),1.0,1,1,1,0
C/2004 J9 (SOHO),1.0,1,1,1,0
C/2004 J10 (SOHO),1.0,3,1,1,0
C/2004 J11 (SOHO),1.0,3,23,1,0
C/2004 J3 (SOHO),1.0,3,23,1,0
C/2004 J14 (SOHO),1.0,1,1,1,0
C/2004 J17 (SOHO),1.0,1,0,0,0
C/2004 J19 (SOHO),1.0,3,23,1,0
C/2004 J2 (SOHO),1.0,1,1,1,0
C/2004 F7 (SOHO),1.0,3,23,1,0
C/2004 G8 (SOHO),1.0,3,23,1,0
C/2007 L2 (SOHO),1.0,5,35,1,0
C/2004 G2 (SOHO),1.0,1,0,0,0
C/2004 G3 (SOHO),1.0,1,1,1,0
C/2004 G4 (SOHO),1.0,1,1,1,0
C/2004 G5 (SOHO),1.0,1,0,1,0
C/2004 G6 (SOHO),1.0,1,1,1,0
C/2004 G7 (SOHO),1.0,1,1,1,0
C/2004 G9 (SOHO),1.0,1,0,1,0
C/2004 J1 (SOHO),1.0,1,1,1,0
C/2004 H4 (SOHO),1.0,1,0,0,0
C/2004 H7 (SOHO),1.0,1,0,1,0
C/2004 H8 (SOHO),1.0,7,257,1,0
C/2004 H9 (SOHO),1.0,1,1,1,0
C/2004 H10 (SOHO),1.0,1,1,1,0
C/2007 L1 (SOHO),1.0,7,257,1,0
C/2003 Y8 (SOHO),1.0,3,23,1,0
C/2003 Y7 (SOHO),1.0,5,177,1,0
C/2003 Y6 (SOHO),1.0,1,1,1,0
C/2003 S6 (SOHO),1.0,3,3,1,0
C/2007 L12 (SOHO),1.0,1,1,1,0
C/2003 R2 (SOHO),1.0,3,23,1,0
C/2003 R3 (SOHO),1.0,3,23,1,0
C/2007 L11 (SOHO),1.0,1,1,1,0
C/2007 L10 (SOHO),1.0,3,23,1,0
C/2003 S5 (SOHO),1.0,3,23,1,0
C/2003 S7 (SOHO),1.0,7,257,1,0
C/2003 Q10 (SOHO),1.0,1,1,1,0
C/2003 S8 (SOHO),1.0,1,0,1,0
C/2003 S9 (SOHO),1.0,1,0,1,0
C/2003 T5 (SOHO),1.0,1,1,1,0
C/2003 T6 (SOHO),1.0,3,3,1,0
C/2003 T7 (SOHO),1.0,3,23,1,0
C/2003 T8 (SOHO),1.0,3,23,1,0
C/2003 T9 (SOHO),1.0,1,1,1,0
C/2007 L13 (SOHO),1.0,1,0,1,0
C/2003 Q9 (SOHO),1.0,1,1,1,0
C/2003 T11 (SOHO),1.0,1,1,1,0
C/2003 P2 (SOHO),1.0,1,1,1,0
C/2003 N2 (SOHO),1.0,1,1,1,0
C/2003 O4 (SOHO),1.0,1,1,1,0
C/2003 O5 (SOHO),1.0,1,1,1,0
C/2003 O6 (SOHO),1.0,3,23,1,0
C/2003 O7 (SOHO),1.0,1,1,1,0
C/2003 O8 (SOHO),1.0,1,0,1,0
C/2003 P1 (SOHO),1.0,1,1,1,0
C/2003 P3 (SOHO),1.0,3,23,1,0
C/2003 Q8 (SOHO),1.0,3,23,1,0
C/2003 Q2 (SOHO),1.0,7,257,1,0
C/2003 Q3 (SOHO),1.0,1,1,1,0
C/2003 Q4 (SOHO),1.0,1,1,1,0
C/2003 Q5 (SOHO),1.0,3,23,1,0
C/2003 Q6 (SOHO),1.0,1,0,0,0
C/2003 Q7 (SOHO),1.0,3,19,1,0
C/2003 T10 (SOHO),1.0,7,257,1,0
C/2007 L9 (SOHO),1.0,1,1,1,0
C/2003 Y5 (SOHO),1.0,1,1,1,0
C/2003 X7 (SOHO),1.0,3,23,1,0
C/2003 W8 (SOHO),1.0,3,23,1,0
C/2003 X1 (SOHO),1.0,1,1,1,0
C/2003 X2 (SOHO),1.0,3,1,1,0
C/2003 X3 (SOHO),1.0,3,23,1,0
C/2003 X4 (SOHO),1.0,1,1,1,0
C/2003 X5 (SOHO),1.0,3,1,1,0
C/2003 X6 (SOHO),1.0,7,257,1,0
C/2003 X8 (SOHO),1.0,3,23,1,0
C/2003 W6 (SOHO),1.0,1,1,1,0
C/2003 X9 (SOHO),1.0,7,257,1,0
C/2003 X10 (SOHO),1.0,1,1,1,0
C/2003 X11 (SOHO),1.0,3,23,1,0
C/2003 Y1 (SOHO),1.0,1,0,0,0
C/2003 Y2 (SOHO),1.0,1,0,1,0
C/2003 Y3 (SOHO),1.0,1,1,1,0
C/2003 Y4 (SOHO),1.0,7,257,1,0
C/2003 W7 (SOHO),1.0,7,257,1,0
C/2003 W5 (SOHO),1.0,1,1,1,0
C/2007 L8 (SOHO),1.0,3,3,1,0
C/2003 V3 (SOHO),1.0,3,23,1,0
C/2003 U4 (SOHO),1.0,1,0,0,0
C/2003 U5 (SOHO),1.0,1,0,1,0
C/2003 U6 (SOHO),1.0,3,23,1,0
C/2003 U7 (SOHO),1.0,1,1,1,0
C/2003 U8 (SOHO),1.0,3,23,1,0
C/2003 U9 (SOHO),1.0,3,23,1,0
C/2003 V2 (SOHO),1.0,3,23,1,0
C/2003 V4 (SOHO),1.0,3,23,1,0
C/2003 W4 (SOHO),1.0,1,0,1,0
C/2003 V5 (SOHO),1.0,1,0,1,0
C/2003 V6 (SOHO),1.0,3,23,1,0
C/2003 V7 (SOHO),1.0,3,23,1,0
C/2003 V8 (SOHO),1.0,7,257,1,0
C/2007 L7 (SOHO),1.0,1,1,1,0
C/2003 W3 (SOHO),1.0,1,0,1,0
C/2004 K4 (SOHO),1.0,1,0,1,0
C/2004 K6 (SOHO),1.0,3,23,1,0
C/2005 J7 (SOHO),1.0,7,257,1,0
C/2004 K7 (SOHO),1.0,3,23,1,0
C/2004 Y8 (SOHO),1.0,1,1,1,0
C/2004 Y9 (SOHO),1.0,1,0,1,0
C/2004 Y10 (SOHO),1.0,1,0,0,0
C/2004 Y11 (SOHO),1.0,1,1,1,0
C/2004 Y12 (SOHO),1.0,3,23,1,0
C/2005 A2 (SOHO),1.0,3,1,1,0
C/2005 A3 (SOHO),1.0,1,1,1,0
C/2005 A4 (SOHO),1.0,1,1,1,0
C/2005 A5 (SOHO),1.0,1,1,1,0
C/2005 B2 (SOHO),1.0,3,23,1,0
C/2005 B3 (SOHO),1.0,7,257,1,0
C/2005 B4 (SOHO),1.0,1,0,0,0
C/2005 B5 (SOHO),1.0,1,1,1,0
C/2005 B6 (SOHO),1.0,1,1,1,0
C/2005 C1 (SOHO),1.0,1,0,0,0
C/2005 C2 (SOHO),1.0,3,23,1,0
C/2005 C3 (SOHO),1.0,7,257,1,0
C/2004 Y7 (SOHO),1.0,7,257,1,0
C/2004 Y6 (SOHO),1.0,3,1,1,0
C/2004 Y5 (SOHO),1.0,1,1,1,0
C/2004 X4 (SOHO),1.0,7,257,1,0
C/2004 W5 (SOHO),1.0,1,1,1,0
C/2004 W6 (SOHO),1.0,1,0,1,0
C/2004 W7 (SOHO),1.0,1,1,1,0
C/2004 W8 (SOHO),1.0,1,1,1,0
C/2004 W9 (SOHO),1.0,7,257,1,0
C/2004 W11 (SOHO),1.0,1,1,1,0
C/2004 X5 (SOHO),1.0,3,7,1,0
C/2004 X6 (SOHO),1.0,1,1,1,0
C/2004 X8 (SOHO),1.0,1,0,1,0
C/2004 X9 (SOHO),1.0,1,1,1,0
C/2004 X10 (SOHO),1.0,1,1,1,0
C/2004 X11 (SOHO),1.0,1,1,1,0
C/2004 Y2 (SOHO),1.0,1,1,1,0
C/2004 Y3 (SOHO),1.0,1,1,1,0
C/2005 C4 (SOHO),1.0,1,0,0,0
C/2005 D2 (SOHO),1.0,3,3,1,0
C/2005 H7 (SOHO),1.0,1,0,1,0
C/2005 G7 (SOHO),1.0,7,257,1,0
C/2007 K16 (SOHO),1.0,3,13,1,0
C/2005 H3 (SOHO),1.0,7,257,1,0
C/2005 H4 (SOHO),1.0,1,1,1,0
C/2005 H5 (SOHO),1.0,1,0,1,0
C/2005 H6 (SOHO),1.0,7,257,1,0
C/2005 H8 (SOHO),1.0,1,1,1,0
C/2005 G5 (SOHO),1.0,1,1,1,0
C/2007 K15 (SOHO),1.0,1,0,0,0
C/2005 J3 (SOHO),1.0,1,1,1,0
C/2005 J4 (SOHO),1.0,1,1,1,0
C/2005 J5 (SOHO),1.0,3,23,1,0
C/2005 J6 (SOHO),1.0,3,1,1,0
C/2005 G6 (SOHO),1.0,1,1,1,0
C/2005 G4 (SOHO),1.0,1,1,1,0
C/2005 D3 (SOHO),1.0,1,1,1,0
C/2005 E7 (SOHO),1.0,1,0,1,0
C/2005 D4 (SOHO),1.0,7,257,1,0
C/2005 D5 (SOHO),1.0,3,5,1,0
C/2007 K17 (SOHO),1.0,3,23,1,0
C/2005 E3 (SOHO),1.0,3,23,1,0
C/2005 E4 (SOHO),1.0,1,0,0,0
C/2005 E5 (SOHO),1.0,1,1,1,0
C/2005 E6 (SOHO),1.0,1,1,1,0
C/2005 E8 (SOHO),1.0,1,1,1,0
C/2005 G3 (SOHO),1.0,1,0,1,0
C/2005 E9 (SOHO),1.0,3,23,1,0
C/2005 F1 (SOHO),1.0,3,1,1,0
C/2005 F2 (SOHO),1.0,1,1,1,0
C/2005 F3 (SOHO),1.0,7,257,1,0
C/2005 F4 (SOHO),1.0,1,0,1,0
C/2005 F5 (SOHO),1.0,1,1,1,0
C/2004 W4 (SOHO),1.0,3,23,1,0
C/2004 W3 (SOHO),1.0,1,1,1,0
C/2004 W2 (SOHO),1.0,1,1,1,0
C/2004 O1 (SOHO),1.0,1,0,1,0
C/2004 M7 (SOHO),1.0,1,0,1,0
C/2004 N1 (SOHO),1.0,3,23,1,0
C/2004 N2 (SOHO),1.0,5,177,1,0
C/2004 N3 (SOHO),1.0,1,1,1,0
C/2004 N4 (SOHO),1.0,1,1,1,0
C/2004 N5 (SOHO),1.0,3,1,1,0
C/2004 N6 (SOHO),1.0,7,257,1,0
C/2004 O2 (SOHO),1.0,1,1,1,0
C/2004 M5 (SOHO),1.0,1,1,1,0
C/2004 O3 (SOHO),1.0,1,1,1,0
C/2004 P2 (SOHO),1.0,3,23,1,0
C/2004 P3 (SOHO),1.0,1,1,1,0
C/2004 P4 (SOHO),1.0,1,0,1,0
C/2004 P5 (SOHO),1.0,3,7,1,0
C/2004 P6 (SOHO),1.0,3,5,1,0
C/2004 P7 (SOHO),1.0,3,23,1,0
C/2004 M6 (SOHO),1.0,3,23,1,0
C/2004 M4 (SOHO),1.0,7,257,1,0
C/2004 Q4 (SOHO),1.0,5,177,1,0
C/2004 L5 (SOHO),1.0,3,23,1,0
C/2004 K8 (SOHO),1.0,1,1,1,0
C/2004 K9 (SOHO),1.0,7,257,1,0
C/2004 K10 (SOHO),1.0,7,257,1,0
C/2004 K11 (SOHO),1.0,1,1,1,0
C/2004 K12 (SOHO),1.0,7,257,1,0
C/2004 L3 (SOHO),1.0,3,23,1,0
C/2004 L4 (SOHO),1.0,3,5,1,0
C/2004 L6 (SOHO),1.0,7,257,1,0
C/2004 M3 (SOHO),1.0,1,1,1,0
C/2004 L7 (SOHO),1.0,1,1,1,0
C/2004 L8 (SOHO),1.0,7,257,1,0
C/2004 L9 (SOHO),1.0,1,1,1,0
C/2004 L11 (SOHO),1.0,1,0,1,0
C/2004 M1 (SOHO),1.0,7,257,1,0
C/2004 M2 (SOHO),1.0,7,257,1,0
C/2004 Q3 (SOHO),1.0,7,257,1,0
C/2004 Q5 (SOHO),1.0,1,0,1,0
C/2004 W1 (SOHO),1.0,1,0,1,0
C/2007 K18 (SOHO),1.0,1,0,1,0
C/2004 U8 (SOHO),1.0,7,257,1,0
C/2004 U9 (SOHO),1.0,3,23,1,0
C/2004 U10 (SOHO),1.0,1,1,1,0
C/2004 U11 (SOHO),1.0,1,1,1,0
C/2004 U12 (SOHO),1.0,7,257,1,0
C/2007 K20 (SOHO),1.0,7,257,1,0
C/2007 K19 (SOHO),1.0,3,1,1,0
C/2004 V6 (SOHO),1.0,1,1,1,0
C/2004 U6 (SOHO),1.0,1,0,1,0
C/2004 V7 (SOHO),1.0,1,1,1,0
C/2004 V8 (SOHO),1.0,7,257,1,0
C/2004 V10 (SOHO),1.0,1,0,0,0
C/2004 V11 (SOHO),1.0,3,23,1,0
C/2004 V12 (SOHO),1.0,7,257,1,0
C/2004 V14 (SOHO),1.0,7,257,1,0
C/2004 V15 (SOHO),1.0,1,0,1,0
C/2004 U7 (SOHO),1.0,1,0,1,0
C/2004 U5 (SOHO),1.0,1,1,1,0
C/2004 Q6 (SOHO),1.0,5,47,1,0
C/2004 S4 (SOHO),1.0,7,257,1,0
C/2007 K21 (SOHO),1.0,3,1,1,0
C/2004 R4 (SOHO),1.0,1,1,1,0
C/2004 R5 (SOHO),1.0,1,0,1,0
C/2004 R6 (SOHO),1.0,1,1,1,0
C/2004 R7 (SOHO),1.0,1,0,1,0
C/2004 S2 (SOHO),1.0,1,1,1,0
C/2004 S3 (SOHO),1.0,1,1,1,0
C/2004 T2 (SOHO),1.0,1,0,0,0
C/2004 U4 (SOHO),1.0,1,1,1,0
C/2004 T4 (SOHO),1.0,1,1,1,0
C/2004 T5 (SOHO),1.0,1,1,1,0
C/2004 T6 (SOHO),1.0,7,257,1,0
C/2004 T7 (SOHO),1.0,1,1,1,0
C/2004 T8 (SOHO),1.0,1,1,1,0
C/2004 U2 (SOHO),1.0,1,0,0,0
C/2004 U3 (SOHO),1.0,1,0,0,0
C/1999 K14 (SOHO),1.0,1,1,1,0
C/1998 G8 (SOHO),1.0,3,23,1,0
C/1999 K12 (SOHO),1.0,3,7,1,0
C/2007 W7 (SOHO),1.0,1,1,1,0
C/1826 U1 (Pons),1.0,1,0,0,0
C/2007 W6 (SOHO),1.0,7,257,1,0
C/2007 W8 (SOHO),1.0,1,0,1,0
C/2007 W9 (SOHO),1.0,1,1,1,0
C/1816 B1 (Pons),1.0,1,0,0,0
C/1945 X1 (du Toit),1.0,1,1,1,0
C/2007 V10 (SOHO),1.0,1,0,0,0
C/2007 V11 (SOHO),1.0,1,1,1,0
C/2007 V12 (SOHO),1.0,1,1,1,0
C/2007 V13 (SOHO),1.0,1,1,1,0
C/2007 V9 (SOHO),1.0,1,1,1,0
C/2007 V7 (SOHO),1.0,1,1,1,0
C/1983 N2 (SOLWIND),1.0,7,257,1,0
C/1981 W1 (SOLWIND),1.0,1,1,1,0
C/1981 V1 (SOLWIND),1.0,5,47,1,0
C/1981 O1 (SOLWIND),1.0,1,1,1,0
C/1981 B1 (SOLWIND),1.0,1,1,1,0
C/1979 Q1 (SOLWIND),1.0,1,1,1,0
C/2007 V6 (SOHO),1.0,1,1,1,0
C/2007 V8 (SOHO),1.0,7,257,1,0
C/2007 V14 (SOHO),1.0,1,1,1,0
C/2007 W5 (SOHO),1.0,1,0,1,0
C/1874 D1 (Winnecke),1.0,1,0,0,0
C/1999 K11 (SOHO),1.0,3,23,1,0
